ASVAB01;ASVAB02;ASVAB03;ASVAB04;ASVAB05;ASVAB06;ASVABC;HEIGHT;WEIGHT85;WEIGHT02;W_EXP;EARNINGS;HOURS;SM;SF;SIBLINGS;LIBRARY;POV78;TENURE;COLLBARG;CATGOV;CATPRI;CATSE;URBAN;REGNE;REGNC;REGW;REGS;idd;FEMALE;MALE;ETHBLACK;ETHHISP;ETHWHITE;AGE;S;EDUCPROF;EDUCPHD;EDUCMAST;EDUCBA;EDUCAA;EDUCHSD;EDUCDO;SINGLE;MARRIED;DIVORCED;FAITHN;FAITHP;FAITHC;FAITHJ;FAITHO
47;44;52;47;48;43;46,75;70;156;215;22,26539;13,5;48;14;14;2;1;0;6,480769;0;0;1;0;1;0;0;1;0;11888;0;1;0;0;1;40;12;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0
49;57;40;33;53;44;46,75;69;140;195;20,84231;18,35;40,1;12;12;0;1;0;11,32692;0;0;1;0;1;0;1;0;0;1011;0;1;0;0;1;39;12;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0
52;63;41;54;63;65;55,25;63;151;184;20,65769;24,71;49,9;12;11;2;1;0;13,21154;1;0;1;0;1;0;0;1;0;2386;0;1;0;1;0;40;15;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0
56;45;48;57;62;55;48,75;73;164;195;19,20769;13,9;39,9;12;12;2;1;0;9,711538;0;0;1;0;1;0;1;0;0;956;0;1;0;0;1;38;13;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0
68;63;61;62;49;37;62,25;74;270;281;10,75385;15,38;40;4;14;8;1;1;6,730769;1;1;0;0;1;0;0;0;1;2649;0;1;0;1;0;41;18;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0
38;39;38;32;31;48;37;67;156;189;21,98077;22,65;55,1;16;16;2;1;0;6,326923;1;0;1;0;1;0;0;0;1;4008;0;1;1;0;0;44;13;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0
61;58;57;50;40;44;55,75;72;154;200;22;23,33;30,1;12;14;3;1;0;0,7692308;0;0;1;0;0;0;0;0;1;1169;0;1;0;0;1;43;12;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0
63;65;62;59;62;59;62,75;67;154;171;22,17692;113,86;27,1;12;16;2;1;0;15,92308;0;0;1;0;1;0;0;1;0;18;0;1;0;0;1;44;13;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1
54;59;55;60;58;58;58,25;76;201;200;21,42692;27,21;46,9;12;14;2;1;0;18,82692;0;0;1;0;0;0;0;0;1;5666;0;1;0;0;1;43;16;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0
58;65;57;59;53;43;61,5;73;166;241;10,01923;31,35;40,1;12;14;3;1;0;0,1538462;0;0;1;0;1;0;0;1;0;4635;0;1;0;0;1;40;17;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0
51;41;46;48;37;37;44;66;154;159;19,44615;15;39,9;10;12;3;0;0;6,461538;0;0;1;0;0;0;0;0;1;5580;0;1;0;0;1;38;12;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0
53;58;48;51;57;57;53,75;71;169;186;21,03846;16,62;39,9;8;16;3;1;0;3,288461;0;1;0;0;1;0;0;1;0;12100;0;1;0;0;1;40;12;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0
69;59;58;59;41;46;58,75;77;203;229;13,90769;13,83;41,9;5;8;5;0;0;9,403846;0;1;0;0;0;0;0;0;1;2776;0;1;0;0;1;40;14;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0
54;43;46;41;41;40;43,25;67;153;179;5,711538;22,1;60;12;12;7;1;0;1,153846;0;0;1;0;1;0;0;1;0;1663;0;1;0;1;0;38;12;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0
53;47;43;48;39;38;46,25;73;165;166;13,96539;8,88;32;16;14;3;1;0;1,653846;0;0;1;0;0;0;0;1;0;1627;0;1;0;0;1;38;12;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0
43;47;46;25;36;42;41,25;67;175;172;12,55769;9,65;40;8;12;2;1;0;8,038462;1;0;1;0;1;1;0;0;0;253;0;1;0;0;1;37;11;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0
44;39;43;44;53;43;41,25;63;144;160;18,86154;20;40,1;12;12;1;0;0;7,519231;1;0;1;0;1;0;1;0;0;819;0;1;0;0;1;40;14;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0
30;43;29;36;31;22;37,75;67;190;249;21,97692;5,1;40,1;10;12;4;1;0;11,07692;0;0;1;0;0;0;0;0;1;2762;0;1;1;0;0;42;12;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0
64;65;61;60;52;65;62,75;70;170;251;11,76539;50,16;45,9;12;12;1;1;0;2,807692;0;0;1;0;1;0;1;0;0;2800;0;1;0;0;1;40;18;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0
34;41;38;35;52;30;38,75;73;185;258;11,78461;17,09;43;12;12;2;1;0;7,942307;1;1;0;0;0;0;0;0;1;11937;0;1;1;0;0;41;20;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0
40;39;53;48;39;41;44,75;71;167;200;16,65;12,1;40,1;11;16;3;1;0;2,365385;1;0;1;0;1;0;1;0;0;3540;0;1;1;0;0;41;11;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0
67;67;61;58;62;55;63,25;68;141;192;18,83077;15,71;44;12;18;2;0;0;11,38461;0;1;0;0;1;0;0;0;1;2222;0;1;0;0;1;43;16;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0
40;45;47;45;48;41;45,5;73;197;210;14,61923;9;40;12;12;7;0;1;0,0961538;0;0;1;0;1;0;0;0;1;4181;0;1;1;0;0;39;11;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0
53;44;54;50;45;31;48;71;179;220;21,77308;14,25;40;10;8;4;0;0;1;0;0;1;0;1;1;0;0;0;3202;0;1;0;0;1;43;12;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0
43;36;43;48;47;60;40,75;73;189;230;19,49615;15,6;50,1;12;12;4;0;0;20,90385;0;0;1;0;0;0;1;0;0;3569;0;1;0;0;1;38;12;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1
65;62;60;52;48;41;59;73;176;229;17,02308;15,79;40,1;17;20;3;1;0;9,692307;1;1;0;0;1;0;0;1;0;1708;0;1;0;0;1;43;16;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0
56;56;61;62;44;44;58,75;70;154;164;18,46154;85,57;44,9;16;16;3;1;0;3,538461;0;0;1;0;1;0;0;1;0;4407;0;1;0;0;1;41;16;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0
43;53;50;55;51;49;52,75;72;231;229;19,85;10,47;40;12;14;1;1;0;4,634615;1;0;1;0;1;0;0;0;1;1156;0;1;1;0;0;45;12;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0
55;61;59;61;44;44;60,5;69;140;151;13,18846;23,17;39,9;13;16;4;0;0;1,115385;0;1;0;0;1;0;1;0;0;4831;0;1;0;0;1;37;18;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0
58;67;56;62;54;56;63;74;180;189;18,86154;40,01;52,9;15;16;3;0;0;7,5;0;0;1;0;1;0;1;0;0;959;0;1;0;0;1;42;14;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0
62;64;60;50;62;57;59,5;71;181;229;23,54231;14,7;40;12;11;3;1;1;17,65385;1;1;0;0;1;0;1;0;0;4884;0;1;0;0;1;44;12;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0
45;45;40;37;52;40;41,75;68;186;224;11,53846;16;49,9;12;10;6;1;0;3,365385;0;1;0;0;0;0;0;0;1;1521;0;1;1;0;0;41;12;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0
33;36;32;34;31;28;34,5;72;159;219;21,19615;11,11;45,1;10;10;2;1;0;0,2692308;0;0;1;0;1;0;1;0;0;630;0;1;0;0;1;38;8;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1
50;48;47;47;53;31;47,5;73;180;196;22,67692;28,74;49,9;12;12;4;1;0;17,55769;0;0;1;0;1;0;0;0;1;39;0;1;0;0;1;43;12;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0
64;66;60;61;62;63;63,25;72;163;176;16,9;34,86;54,9;16;16;1;1;0;12,42308;0;0;1;0;1;1;0;0;0;3170;0;1;0;0;1;41;19;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0
65;65;60;60;63;57;62,5;70;147;164;15,50385;59;43,9;12;13;2;1;0;2,288461;0;0;1;0;1;0;1;0;0;776;0;1;0;0;1;41;17;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0
61;63;56;59;63;63;60,25;73;173;204;15,92692;72,21;40,1;12;10;2;1;1;3,75;0;0;1;0;1;0;0;0;1;4609;0;1;0;0;1;41;20;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0
39;44;39;37;39;39;41;67;210;250;21,19615;18,75;40,1;13;14;3;1;0;6,865385;1;0;1;0;1;0;1;0;0;3353;0;1;0;0;1;41;12;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0
47;38;32;41;27;42;37,25;67;121;218;15,61539;13,4;40,1;12;9;5;0;0;5,5;0;0;1;0;0;0;1;0;0;5323;0;1;0;0;1;41;10;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0
34;41;43;46;36;27;42,75;75;190;280;4,976923;21,21;45;12;12;3;1;;2,653846;1;0;1;0;1;0;0;1;0;1390;0;1;1;0;0;38;12;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0
51;67;54;56;44;46;61;72;201;226;13,47692;11,05;39,9;9;10;2;1;0;5,75;0;1;0;0;1;0;0;0;1;2787;0;1;0;0;1;38;12;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0
47;40;36;41;46;30;39,25;65;132;160;17,46539;11;39,9;12;11;1;1;1;9,269231;1;0;1;0;1;0;0;1;0;1759;0;1;1;0;0;41;13;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0
54;63;47;47;60;58;55;74;180;199;23,29231;39,96;47,9;12;12;4;1;0;23,71154;0;0;1;0;1;0;0;1;0;4545;0;1;0;0;1;45;12;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0
49;38;49;49;46;54;43,5;74;189;231;14,1;13,33;40;10;13;3;1;0;0,25;1;0;1;0;1;0;1;0;0;917;0;1;0;0;1;43;12;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0
62;61;61;62;57;52;61,25;69;154;199;11,93846;34,9;40;12;12;0;1;0;0,1538462;0;0;1;0;1;0;0;0;1;3894;0;1;0;0;1;40;18;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0
53;47;57;57;50;46;52;69;145;201;17,05769;9,9;39,9;12;12;4;1;0;5,173077;1;0;1;0;1;0;1;0;0;3845;0;1;0;0;1;42;12;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0
55;43;58;51;38;44;48,75;66;149;176;17,15769;9,1;49,9;9;6;2;1;0;1,596154;0;0;1;0;0;0;0;0;1;5691;0;1;0;0;1;43;11;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0
33;42;35;45;34;37;41;72;194;218;21,01539;9;40,1;12;12;5;1;0;1,288462;0;0;1;0;1;1;0;0;0;3127;0;1;0;0;1;40;12;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0
51;48;50;39;43;49;46,25;72;140;194;18,16923;16,4;51,9;11;12;3;1;0;3,038461;0;0;1;0;1;0;0;0;1;3830;0;1;0;0;1;38;12;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0
36;39;45;47;47;49;42,5;74;181;170;11,55769;30,24;39,9;12;12;2;1;0;12,48077;1;1;0;0;1;0;0;1;0;4518;0;1;0;0;1;37;15;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0
61;60;49;54;53;56;55,75;70;209;229;22,42308;17,3;39,9;12;12;3;1;;3,173077;0;0;1;0;0;0;1;0;0;2516;0;1;0;0;1;40;12;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0
51;44;53;58;56;48;49,75;68;141;204;18,20769;12,72;59,9;12;12;2;1;1;2,038461;0;0;1;0;1;0;0;0;1;4979;0;1;0;1;0;37;12;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0
61;52;56;58;49;47;54,5;76;231;215;19,88077;29,16;39,9;12;12;1;1;0;1;0;0;1;0;1;0;0;1;0;5358;0;1;0;0;1;39;14;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0
37;38;37;28;43;42;35,25;67;150;150;18,59231;7;39,9;12;7;3;1;1;1,692308;0;0;1;0;1;0;0;0;1;2051;0;1;0;0;1;38;11;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0
49;56;59;53;60;49;56;66;185;201;20,11539;13;50;12;12;2;1;0;0,5769231;0;0;1;0;0;0;1;0;0;718;0;1;0;0;1;43;12;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0
55;54;54;57;51;43;54,75;71;204;199;18,73077;22,11;39,9;12;12;2;1;0;26,11539;1;1;0;0;1;0;1;0;0;480;0;1;0;0;1;44;18;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0
44;41;35;39;37;39;39;68;129;138;20,4;14,1;40,1;6;6;2;1;0;0,0192308;0;0;1;0;2;0;0;0;1;2194;0;1;0;0;1;38;9;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0
57;62;53;46;57;56;55,75;71;144;174;11,65;13,5;39,9;12;12;4;1;0;6,980769;0;0;1;0;1;0;1;0;0;4327;0;1;0;0;1;37;12;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0
44;42;55;46;49;49;46,25;68;194;211;20,65385;8,4;39,9;12;10;0;0;0;0,0961538;1;1;0;0;2;0;0;0;1;2163;0;1;0;0;1;44;14;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0
57;65;53;50;52;44;58,25;72;156;234;17,44231;26,4;37;13;8;2;1;1;2,326923;0;0;1;0;1;0;0;1;0;4586;0;1;0;0;1;37;12;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0
45;37;42;38;37;34;38,5;72;161;190;13,57308;8;49,9;16;8;4;1;1;0,5576923;0;0;1;0;1;1;0;0;0;248;0;1;0;0;1;41;12;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0
41;43;47;47;42;49;45;73;146;170;23,50385;14,1;49,9;10;12;4;1;0;1,461538;0;0;1;0;0;0;0;0;1;4000;0;1;0;0;1;44;7;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0
43;54;28;44;32;41;45;69;169;212;21,82692;18,34;39,9;12;12;1;1;0;9,480769;0;1;0;0;2;1;0;0;0;1917;0;1;0;0;1;40;12;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0
68;67;61;63;62;60;64,5;74;205;281;10,76539;109,71;50;14;17;2;1;0;0,0384615;1;0;1;0;0;0;1;0;0;3887;0;1;0;0;1;40;20;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0
64;56;59;53;42;43;56;68;144;240;10,90385;39,43;40;12;15;1;1;0;1,903846;0;0;1;0;1;0;0;1;0;1784;0;1;0;0;1;38;15;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1
41;38;32;28;52;44;34;72;171;210;20,54231;17,02;44,9;9;9;4;0;0;10,96154;0;0;1;0;0;0;1;0;0;3570;0;1;0;0;1;41;9;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0
60;56;49;51;57;58;53;68;170;178;20,92308;16,34;40;12;12;2;1;0;14;0;0;1;0;1;0;1;0;0;973;0;1;0;0;1;39;12;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0
40;39;41;40;54;47;39,75;73;149;164;20,17308;15,1;40,1;12;12;6;1;0;18,11539;0;0;1;0;1;0;1;0;0;2089;0;1;0;0;1;39;12;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0
61;61;56;49;54;53;56,75;70;185;206;18,61923;34,15;40;13;12;4;1;1;8,634615;1;0;1;0;1;0;1;0;0;3425;0;1;0;0;1;38;13;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0
55;58;51;50;41;47;54,25;72;194;181;20,61923;23,17;49,9;12;16;5;1;0;20,38461;0;0;1;0;1;1;0;0;0;3219;0;1;0;0;1;41;14;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0
53;50;50;54;61;60;51;66;121;137;23,42308;26,64;40,1;12;15;1;0;0;21,01923;0;0;1;0;0;0;1;0;0;638;0;1;0;0;1;41;13;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1
61;64;60;59;62;59;61,75;65;132;159;16,1;16,28;44,9;14;16;2;1;0;9,423077;0;0;0;1;1;0;1;0;0;4877;0;1;0;0;1;44;16;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0
67;66;61;60;62;57;63,25;69;163;190;15,5;39,96;55,1;14;15;1;1;0;15,05769;0;0;1;0;1;1;0;0;0;2861;0;1;0;0;1;39;17;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1
66;60;52;50;54;42;55,5;75;169;220;17,75385;12,9;40,1;12;16;5;1;0;1,980769;0;0;1;0;1;0;0;1;0;1802;0;1;0;0;1;38;12;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0
58;40;57;56;60;49;48,25;77;189;227;21,03846;12;39,9;11;6;4;1;0;2,25;0;0;1;0;0;0;0;0;1;2157;0;1;0;0;1;44;12;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0
59;64;56;61;60;55;61,25;75;211;256;10,86923;43,97;48,1;11;14;1;1;0;6,5;0;0;1;0;1;0;0;1;0;4514;0;1;0;0;1;44;15;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0
48;49;44;41;41;45;45,75;70;144;164;21,52308;20,9;55,1;16;12;1;1;0;16,09615;0;0;1;0;1;0;1;0;0;613;0;1;0;0;1;39;12;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0
49;43;42;46;38;28;43,5;67;179;223;21,75385;14,7;59;12;12;4;1;0;5,903846;0;0;1;0;0;0;1;0;0;5329;0;1;0;0;1;40;13;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0
52;46;52;40;46;51;46;69;229;229;21,59231;30,1;50,1;12;14;1;1;0;18,21154;0;0;1;0;0;0;0;0;1;2187;0;1;0;0;1;40;13;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0
57;52;56;55;54;63;53,75;64;136;145;20,51539;8,1;17,9;6;6;7;1;0;0,8076923;0;0;1;0;1;0;0;0;1;2694;0;1;0;1;0;43;15;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0
58;56;56;62;53;51;57,5;71;180;187;23,54231;110,67;39,9;15;14;1;1;0;24,61539;0;0;0;1;0;0;0;0;1;4088;0;1;0;0;1;45;13;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0
60;49;61;55;51;54;53,5;71;176;199;11,27308;57,59;50,1;16;16;2;1;0;1,692308;0;0;1;0;1;1;0;0;0;73;0;1;0;0;1;38;18;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0
62;62;60;55;47;49;59,75;77;250;269;12,96154;2,5;60;16;14;2;1;0;10,98077;0;0;0;1;1;0;0;0;1;12056;0;1;0;0;1;42;15;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1
59;59;57;58;45;49;58,25;71;200;204;23,06154;27,9;40,1;12;12;2;1;0;18,09615;0;1;0;0;1;0;0;1;0;4329;0;1;0;0;1;43;12;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0
68;63;60;63;56;60;62,25;66;180;191;19,88846;27,78;40,1;11;12;2;1;0;12,96154;0;0;1;0;1;0;1;0;0;796;0;1;0;0;1;41;16;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0
57;55;51;48;54;53;52,25;68;178;174;18,27308;33,65;40;12;12;3;1;0;14,11539;1;1;0;0;0;1;0;0;0;235;0;1;0;0;1;39;15;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0
57;50;55;58;48;44;53,25;69;156;231;18,38846;15,1;45;16;16;3;1;0;1,403846;0;0;1;0;1;0;0;0;1;1081;0;1;0;0;1;40;14;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0
59;65;53;51;63;50;58,5;75;195;190;15,32308;36,95;48,1;13;13;3;1;0;12,80769;0;0;1;0;1;1;0;0;0;281;0;1;0;0;1;40;18;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0
63;64;62;56;60;64;61,5;67;171;201;16,98461;18,28;40,1;16;18;1;1;0;15,92308;0;1;0;0;1;0;0;0;1;12045;0;1;0;0;1;44;20;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0
23;32;25;34;27;27;30,75;63;155;186;17,38461;8;40,1;8;10;5;0;0;6,596154;0;1;0;0;0;0;0;0;1;5519;0;1;0;0;1;39;8;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0
55;46;54;58;44;43;51;69;167;209;14,38461;18,81;39,9;12;12;6;1;0;0,7115384;0;1;0;0;1;1;0;0;0;3213;0;1;0;0;1;39;12;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0
57;50;60;46;44;47;51,5;72;194;206;23,26539;16,13;45;13;13;5;0;0;5,711538;0;0;1;0;0;0;1;0;0;4888;0;1;0;0;1;41;12;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0
46;46;42;40;43;45;43,5;71;163;166;22,65769;24,83;40;6;10;9;1;0;7,192307;0;0;1;0;0;0;0;0;1;12122;0;1;0;0;1;45;8;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0
65;65;59;58;63;64;61,75;67;165;181;15,05769;27,59;50;12;18;1;1;0;15,40385;0;0;1;0;0;0;1;0;0;3757;0;1;0;0;1;39;18;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0
57;46;47;44;53;47;45,75;70;184;189;13,71539;61,63;49,9;12;15;2;1;0;3,596154;0;0;1;0;1;0;0;0;1;1952;0;1;0;0;1;38;17;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0
66;62;60;57;36;45;60,25;61;173;245;12,22692;9,45;40,1;12;12;5;0;0;1,192308;1;0;1;0;0;0;1;0;0;5296;0;1;0;0;1;42;12;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0
58;54;53;60;48;42;55,25;74;180;209;17,61923;8,11;58;12;12;2;1;0;7,403846;0;0;1;0;1;0;1;0;0;929;0;1;0;0;1;37;12;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0
48;48;41;37;34;39;43,5;76;165;220;15,90769;9,31;35;12;12;1;1;0;2,057692;0;0;1;0;0;0;0;0;1;1257;0;1;0;0;1;38;12;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0
54;52;57;56;61;35;54,25;74;240;261;19,26539;26;39,9;11;12;2;1;0;2,019231;1;0;1;0;1;0;1;0;0;797;0;1;0;0;1;40;12;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0
53;56;56;59;63;61;56,75;72;198;234;22,76539;22,8;56,9;12;11;10;1;1;10,84615;0;0;1;0;1;0;0;1;0;4569;0;1;0;0;1;41;12;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0
55;62;58;61;63;63;60,75;73;151;164;22,17692;21,26;44,9;12;10;1;1;;8,019231;0;0;1;0;1;0;0;0;1;2335;0;1;0;0;1;45;13;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0
58;58;55;53;53;37;56;67;135;144;22,01539;14,33;50;12;16;3;1;0;3,961539;0;0;1;0;1;0;1;0;0;4128;0;1;0;0;1;43;12;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0
55;56;54;49;50;46;53,75;71;187;219;11,04231;15,62;39,9;11;12;2;1;0;3,134615;1;1;0;0;0;1;0;0;0;412;0;1;0;0;1;37;14;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0
45;39;47;35;49;45;40;73;189;217;23,21154;19,26;40,1;12;12;1;1;0;4,634615;1;0;1;0;0;0;1;0;0;3598;0;1;0;0;1;43;12;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0
55;58;56;53;50;48;56,25;71;161;160;22,71539;21,1;39,9;14;12;4;1;0;18,67308;1;0;1;0;0;0;1;0;0;3455;0;1;0;0;1;42;12;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0
46;51;42;49;52;57;48,25;65;157;181;20,9;48,74;49,9;12;12;1;1;0;5,346154;0;0;1;0;1;0;0;0;1;5097;0;1;0;0;1;40;12;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0
45;44;55;49;49;55;48;71;164;175;19,88461;8,33;39,9;12;12;1;0;0;13,57692;0;1;0;0;0;0;0;0;1;1353;0;1;0;0;1;38;12;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0
45;55;43;55;59;50;52;72;246;281;22,38846;41,15;39,9;10;12;3;0;0;7,692307;0;0;1;0;1;0;0;0;1;5579;0;1;0;0;1;40;12;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0
51;58;49;53;63;60;54,5;68;150;176;18,78461;12,88;40,1;12;12;6;1;0;10,75;0;1;0;0;1;0;0;0;1;4883;0;1;0;0;1;44;13;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0
57;54;50;46;51;37;51;74;224;268;18,84615;14,42;40;12;10;2;1;0;5,519231;0;0;1;0;0;0;1;0;0;3620;0;1;0;0;1;40;12;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0
63;57;60;59;54;48;58,25;71;175;185;14,15385;54,38;60,1;12;14;2;1;0;4,538462;1;0;1;0;1;0;0;1;0;644;0;1;0;0;1;44;20;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0
53;64;47;59;60;57;58,5;69;151;161;20,57308;21,9;40,1;11;9;8;0;0;2,538461;0;0;1;0;1;0;1;0;0;3553;0;1;0;0;1;39;12;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0
55;44;49;52;49;49;47,25;71;204;196;18,88846;12,22;40,1;8;12;1;0;0;11,03846;0;0;1;0;0;0;0;0;1;4902;0;1;0;0;1;44;12;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0
59;59;57;52;63;54;56,75;69;165;199;16,13077;17,6;39,9;14;20;2;1;0;4,269231;0;0;1;0;2;0;0;1;0;3159;0;1;0;0;1;41;15;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0
41;47;59;53;52;47;51,5;73;179;229;20,36154;21,43;49,9;12;16;5;1;1;0,1346154;0;1;0;0;1;0;0;0;1;2138;0;1;0;0;1;40;12;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1
63;52;62;60;53;52;56,5;68;144;174;21,86154;14;40,1;13;12;4;1;0;11,65385;0;0;1;0;1;0;1;0;0;3615;0;1;0;0;1;40;12;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0
47;46;48;31;48;40;42,75;75;201;265;20,63077;9,5;40,1;10;12;4;1;0;0,5961539;0;0;1;0;1;1;0;0;0;3999;0;1;0;0;1;38;11;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0
57;47;51;52;48;50;49,25;73;210;260;16,02308;24,64;39,9;3;3;6;1;0;15,15385;1;0;1;0;1;0;0;1;0;5244;0;1;0;1;0;41;16;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0
47;57;45;60;61;55;54,75;73;191;188;16,90385;44,71;40;12;14;2;1;;16,05769;0;0;1;0;0;0;0;0;1;5067;0;1;0;0;1;39;16;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0
57;47;51;57;53;31;50,5;70;129;139;21,63461;18,3;40,1;12;7;3;1;0;3,057692;1;0;1;0;1;0;0;0;1;1468;0;1;0;0;1;44;12;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0
